SimTime,BATCHARGERctr_tb.cc,BATCHARGERctr_tb.clk,BATCHARGERctr_tb.cv,BATCHARGERctr_tb.dgnd,BATCHARGERctr_tb.dvdd,BATCHARGERctr_tb.en,BATCHARGERctr_tb.ibat[7:0],BATCHARGERctr_tb.iend[7:0],BATCHARGERctr_tb.imonen,BATCHARGERctr_tb.rstz,BATCHARGERctr_tb.tbat[7:0],BATCHARGERctr_tb.tc,BATCHARGERctr_tb.tempmax[7:0],BATCHARGERctr_tb.tempmin[7:0],BATCHARGERctr_tb.tmax[7:0],BATCHARGERctr_tb.tmonen,BATCHARGERctr_tb.vbat[7:0],BATCHARGERctr_tb.vcutoff[7:0],BATCHARGERctr_tb.vmonen,BATCHARGERctr_tb.vpreset[7:0],BATCHARGERctr_tb.vtok
11955000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11960000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11965000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11970000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11975000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11980000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11985000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11990000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
11995000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12000000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12005000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12010000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12015000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12020000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12025000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12030000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12035000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12040000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12045000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12050000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12055000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12060000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12065000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12070000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12075000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12080000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12085000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12090000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12095000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12100000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12105000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12110000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12115000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12120000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12125000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12130000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12135000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12140000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12145000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12150000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12155000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12160000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12165000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12170000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12175000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12180000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12185000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12190000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12195000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12200000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12205000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12210000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12215000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12220000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12225000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12230000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12235000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12240000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12245000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12250000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12255000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12260000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12265000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12270000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12275000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12280000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12285000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12290000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12295000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12300000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12305000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12310000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12315000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12320000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12325000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12330000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12335000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12340000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12345000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12350000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12355000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12360000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12365000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12370000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12375000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12380000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12385000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12390000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12395000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12400000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12405000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12410000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12415000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12420000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12425000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12430000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12435000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12440000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12445000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12450000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12455000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12460000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12465000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12470000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12475000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12480000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12485000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12490000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12495000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12500000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12505000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12510000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12515000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12520000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12525000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12530000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12535000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12540000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12545000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12550000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12555000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12560000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12565000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12570000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12575000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12580000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12585000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12590000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12595000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12600000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12605000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12610000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12615000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12620000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12625000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12630000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12635000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12640000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12645000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12650000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12655000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12660000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12665000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12670000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12675000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12680000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12685000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12690000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12695000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12700000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12705000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12710000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12715000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12720000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12725000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12730000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12735000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12740000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12745000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12750000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12755000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12760000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12765000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12770000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12775000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12780000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12785000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12790000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12795000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12800000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12805000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12810000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12815000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12820000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12825000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12830000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12835000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12840000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12845000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12850000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12855000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12860000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12865000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12870000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12875000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12880000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12885000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12890000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12895000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12900000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12905000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12910000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12915000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12920000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12925000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12930000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12935000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12940000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12945000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12950000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12955000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12960000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12965000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12970000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12975000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12980000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12985000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12990000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
12995000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13000000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13005000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13010000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13015000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13020000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13025000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13030000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13035000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13040000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13045000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13050000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13055000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13060000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13065000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13070000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13075000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13080000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13085000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13090000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13095000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13100000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13105000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13110000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13115000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13120000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13125000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13130000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13135000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13140000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13145000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13150000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13155000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13160000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13165000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13170000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13175000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13180000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13185000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13190000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13195000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13200000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13205000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13210000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13215000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13220000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13225000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13230000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13235000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13240000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13245000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13250000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13255000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13260000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13265000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13270000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13275000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13280000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13285000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13290000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13295000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13300000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13305000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
13310000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
