SimTime,BATCHARGERctr_tb.cc,BATCHARGERctr_tb.clk,BATCHARGERctr_tb.cv,BATCHARGERctr_tb.dgnd,BATCHARGERctr_tb.dvdd,BATCHARGERctr_tb.en,BATCHARGERctr_tb.ibat[7:0],BATCHARGERctr_tb.iend[7:0],BATCHARGERctr_tb.imonen,BATCHARGERctr_tb.rstz,BATCHARGERctr_tb.tbat[7:0],BATCHARGERctr_tb.tc,BATCHARGERctr_tb.tempmax[7:0],BATCHARGERctr_tb.tempmin[7:0],BATCHARGERctr_tb.tmax[7:0],BATCHARGERctr_tb.tmonen,BATCHARGERctr_tb.vbat[7:0],BATCHARGERctr_tb.vcutoff[7:0],BATCHARGERctr_tb.vmonen,BATCHARGERctr_tb.vpreset[7:0],BATCHARGERctr_tb.vtok
4350000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4355000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4360000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4365000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4370000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4375000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4380000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4385000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4390000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4395000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4400000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4405000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4410000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4415000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4420000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4425000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4430000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4435000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4440000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4445000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4450000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4455000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4460000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4465000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4470000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4475000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4480000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4485000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4490000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4495000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4500000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4505000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4510000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4515000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4520000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4525000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4530000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4535000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4540000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4545000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4550000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4555000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4560000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4565000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4570000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4575000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4580000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4585000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4590000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4595000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4600000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4605000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4610000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4615000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4620000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4625000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4630000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4635000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4640000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4645000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4650000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4655000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4660000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4665000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4670000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4675000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4680000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4685000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4690000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4695000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4700000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4705000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4710000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4715000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4720000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4725000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4730000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4735000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4740000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4745000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4750000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4755000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4760000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4765000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4770000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4775000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4780000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4785000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4790000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4795000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4800000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4805000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4810000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4815000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4820000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4825000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4830000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4835000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4840000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4845000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4850000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4855000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4860000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4865000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4870000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4875000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4880000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4885000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4890000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4895000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4900000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4905000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4910000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4915000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4920000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4925000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4930000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4935000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4940000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4945000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4950000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4955000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4960000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4965000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4970000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4975000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4980000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4985000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4990000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
4995000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5000000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5005000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5010000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5015000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5020000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5025000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5030000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5035000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5040000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5045000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5050000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5055000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5060000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5065000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5070000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5075000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5080000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5085000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5090000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5095000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5100000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5105000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5110000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5115000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5120000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5125000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5130000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5135000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5140000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5145000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5150000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5155000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5160000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5165000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5170000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5175000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5180000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5185000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5190000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5195000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5200000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5205000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5210000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5215000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5220000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5225000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5230000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5235000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5240000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5245000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5250000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5255000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5260000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5265000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5270000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5275000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5280000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5285000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5290000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5295000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5300000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5305000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5310000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5315000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5320000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5325000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5330000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5335000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5340000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5345000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5350000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5355000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5360000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5365000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5370000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5375000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5380000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5385000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5390000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5395000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5400000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5405000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5410000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5415000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5420000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5425000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5430000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5435000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5440000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5445000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5450000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5455000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5460000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5465000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5470000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5475000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5480000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5485000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5490000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5495000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5500000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5505000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5510000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5515000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5520000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5525000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5530000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5535000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5540000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5545000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5550000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5555000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5560000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5565000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5570000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5575000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5580000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5585000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5590000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5595000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5600000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5605000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5610000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5615000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5620000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5625000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5630000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5635000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5640000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5645000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5650000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5655000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5660000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5665000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5670000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5675000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5680000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5685000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5690000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5695000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5700000,0,0,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
5705000,0,1,1,z,z,,66,33,1,1,64,0,8B,2E,08,1,C8,A3,0,C7,1
